Loan Term,Loan Amount,Loan Provider,Loan Product,Average APR,Source,Date Extracted
36, 3000, Yorkshire Bank, Personal Loan, 14.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, M\u0026s Bank, Existing Customer Personal Loan, 15.8, Moneyfacts, 2020-07-02 22:44:44
36, 3000, M\u0026s Bank, Personal Loan, 15.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, First Direct, Personal Loan, 16.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, John Lewis Financial Services, Personal Loan, 16.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 17.4, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Danske Bank, Personal Loan, 17.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, HSBC, Existing Customer Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, HSBC, Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, HSBC, Premier Customer Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 22:44:44
36, 3000, HALIFAX, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, HALIFAX, Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Ulster Bank, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Barclays Bank, Existing Current Account Customer Barclayloan, 20.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, TSB, Existing Current Account Customer Personal Loan, 21.7, Moneyfacts, 2020-07-02 22:44:44
36, 3000, TSB, Personal Loan, 21.7, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Bank Of Scotland, Existing Customer Personal Loan, 23.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Lloyds Bank, Existing Customer Personal Loan, 24.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Tfs Loans, Guarantor Loan, 48.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, TRUSTTWO, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 22:44:44
36, 3000, BAMBOO, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 22:44:44
36, 3000, BAMBOO, Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:44
36, 3000, TRUSTTWO, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:44
36, 3000, AMIGO, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Uk Credit Limited, Homeowner Guarantor Loan, 49.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Uk Credit Limited, Tenant Guarantor Loan, 49.9, Moneyfacts, 2020-07-02 22:44:44
36, 3000, Likely Loans, Personal Loan, 59.9, Moneyfacts, 2020-07-02 22:44:45
36, 4000, Hitachi Personal Finance, Hitachi Personal Loan, 8.4, Moneyfacts, 2020-07-02 22:44:46
36, 4000, AA, Member Loan, 8.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, AA, Non-Member Loan, 8.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, NATWEST, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Royal Bank Of Scotland, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Everyday Loans, Personal Loan (Good), 74.4, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Madiston Lendloaninvest, Unsecured Personal Loan, 6.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Tesco Bank, Online Personal Loan, 8.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Tesco Bank, Telephone Personal Loan, 8.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Mbna Limited, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Post Office Money®, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Bank Of Ireland Uk, Online Personal Loan, 9.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, CAHOOT, Online Personal Loan, 9.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, SANTANDER, 123 and Select Customers Personal Loan, 9.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, SANTANDER, Existing Customer Personal Loan , 9.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, SANTANDER, Personal Loan , 9.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, ZOPA, Personal Loan, 9.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Starling Bank, Personal Loan, 11.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Lending Works, Personal Loan, 12.1, Moneyfacts, 2020-07-02 22:44:46
36, 4000, AIB, Personal Loan, 12.3, Moneyfacts, 2020-07-02 22:44:46
36, 4000, RATESETTER, Personal Loan, 12.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 13.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Barclays Bank, Existing Premier Account Customer Barclayloan, 14.6, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Clydesdale Bank, Personal Loan, 14.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Yorkshire Bank, Personal Loan, 14.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, M\u0026s Bank, Existing Customer Personal Loan, 15.8, Moneyfacts, 2020-07-02 22:44:46
36, 4000, M\u0026s Bank, Personal Loan, 15.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, First Direct, Personal Loan, 16.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, John Lewis Financial Services, Personal Loan, 16.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 17.4, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Danske Bank, Personal Loan, 17.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, HSBC, Existing Customer Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, HSBC, Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, HSBC, Premier Customer Personal Loan, 18.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, HALIFAX, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, HALIFAX, Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Ulster Bank, Existing Customer Personal Loan, 19.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Barclays Bank, Existing Current Account Customer Barclayloan, 20.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, TSB, Existing Current Account Customer Personal Loan, 21.7, Moneyfacts, 2020-07-02 22:44:46
36, 4000, TSB, Personal Loan, 21.7, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Bank Of Scotland, Existing Customer Personal Loan, 23.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Lloyds Bank, Existing Customer Personal Loan, 24.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Uk Credit Limited, Homeowner Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Uk Credit Limited, Tenant Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Tfs Loans, Guarantor Loan, 48.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, TRUSTTWO, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 22:44:46
36, 4000, BAMBOO, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 22:44:46
36, 4000, BAMBOO, Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:46
36, 4000, TRUSTTWO, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:46
36, 4000, AMIGO, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 22:44:46
36, 4000, Likely Loans, Personal Loan, 59.9, Moneyfacts, 2020-07-02 22:44:46
36, 5000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, AA, Member Loan, 4.1, Moneyfacts, 2020-07-02 22:44:48
36, 5000, AA, Non-Member Loan, 4.2, Moneyfacts, 2020-07-02 22:44:48
36, 5000, NATWEST, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Royal Bank Of Scotland, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Tesco Bank, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Tesco Bank, Telephone Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Mbna Limited, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, John Lewis Financial Services, Personal Loan, 3.6, Moneyfacts, 2020-07-02 22:44:48
36, 5000, CAHOOT, Online Personal Loan, 3.8, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Clydesdale Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Yorkshire Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Post Office Money®, Personal Loan, 4.2, Moneyfacts, 2020-07-02 22:44:48
36, 5000, M\u0026s Bank, Existing Customer Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, M\u0026s Bank, Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Bank Of Ireland Uk, Online Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, SANTANDER, 123 and Select Customers Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, SANTANDER, Existing Customer Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, SANTANDER, Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, First Direct, Personal Loan, 4.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:44:48
36, 5000, HSBC, Existing Customer Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:48
36, 5000, HSBC, Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:48
36, 5000, HSBC, Premier Customer Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Madiston Lendloaninvest, Unsecured Personal Loan, 6.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 6.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Barclays Bank, Existing Premier Account Customer Barclayloan, 7.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Ulster Bank, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:44:48
36, 5000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, HALIFAX, Existing Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, HALIFAX, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, TSB, Existing Current Account Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, TSB, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Barclays Bank, Existing Current Account Customer Barclayloan, 10.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Lending Works, Personal Loan, 11.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Starling Bank, Personal Loan, 11.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Bank Of Scotland, Existing Customer Personal Loan, 11.7, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Lloyds Bank, Existing Customer Personal Loan, 15.4, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Tfs Loans, Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Uk Credit Limited, Homeowner Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Uk Credit Limited, Tenant Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, TRUSTTWO, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 22:44:48
36, 5000, BAMBOO, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 22:44:48
36, 5000, BAMBOO, Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:48
36, 5000, TRUSTTWO, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:48
36, 5000, AMIGO, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 22:44:48
36, 5000, Likely Loans, Personal Loan, 59.9, Moneyfacts, 2020-07-02 22:44:48
36, 6000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, AA, Member Loan, 4.1, Moneyfacts, 2020-07-02 22:44:50
36, 6000, AA, Non-Member Loan, 4.2, Moneyfacts, 2020-07-02 22:44:50
36, 6000, NATWEST, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Royal Bank Of Scotland, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Tesco Bank, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Tesco Bank, Telephone Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Mbna Limited, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, John Lewis Financial Services, Personal Loan, 3.6, Moneyfacts, 2020-07-02 22:44:50
36, 6000, CAHOOT, Online Personal Loan, 3.8, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Clydesdale Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Yorkshire Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Post Office Money®, Personal Loan, 4.2, Moneyfacts, 2020-07-02 22:44:50
36, 6000, M\u0026s Bank, Existing Customer Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:50
36, 6000, M\u0026s Bank, Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Bank Of Ireland Uk, Online Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, SANTANDER, 123 and Select Customers Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, SANTANDER, Existing Customer Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, SANTANDER, Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, First Direct, Personal Loan, 4.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:44:50
36, 6000, HSBC, Existing Customer Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:50
36, 6000, HSBC, Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:50
36, 6000, HSBC, Premier Customer Personal Loan, 6.1, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Madiston Lendloaninvest, Unsecured Personal Loan, 6.3, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 6.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Barclays Bank, Existing Premier Account Customer Barclayloan, 7.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Ulster Bank, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:44:50
36, 6000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, HALIFAX, Existing Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, HALIFAX, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, TSB, Existing Current Account Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, TSB, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Barclays Bank, Existing Current Account Customer Barclayloan, 10.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Lending Works, Personal Loan, 10.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Bank Of Scotland, Existing Customer Personal Loan, 11.7, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Lloyds Bank, Existing Customer Personal Loan, 15.4, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Tfs Loans, Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Uk Credit Limited, Homeowner Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, Uk Credit Limited, Tenant Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 22:44:50
36, 6000, TRUSTTWO, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 22:44:50
36, 6000, BAMBOO, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 22:44:50
36, 6000, TRUSTTWO, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:50
36, 6000, AMIGO, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 22:44:50
36, 7000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, AA, Member Loan, 4.1, Moneyfacts, 2020-07-02 22:44:52
36, 7000, AA, Non-Member Loan, 4.2, Moneyfacts, 2020-07-02 22:44:52
36, 7000, NATWEST, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Royal Bank Of Scotland, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 22:44:52
36, 7000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:52
36, 7000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:52
36, 7000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:52
36, 7000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Tesco Bank, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Tesco Bank, Telephone Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Mbna Limited, Personal Loan, 3.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, John Lewis Financial Services, Personal Loan, 3.6, Moneyfacts, 2020-07-02 22:44:52
36, 7000, CAHOOT, Online Personal Loan, 3.8, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Clydesdale Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Yorkshire Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Post Office Money®, Personal Loan, 4.2, Moneyfacts, 2020-07-02 22:44:52
36, 7000, M\u0026s Bank, Existing Customer Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:52
36, 7000, M\u0026s Bank, Personal Loan, 4.4, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Bank Of Ireland Uk, Online Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, SANTANDER, 123 and Select Customers Personal Loan, 4.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, SANTANDER, Existing Customer Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, SANTANDER, Personal Loan , 4.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Madiston Lendloaninvest, Unsecured Personal Loan, 6.7, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 6.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Barclays Bank, Existing Premier Account Customer Barclayloan, 7.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Ulster Bank, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, ZOPA, Personal Loan, 8.7, Moneyfacts, 2020-07-02 22:44:52
36, 7000, RATESETTER, Personal Loan, 8.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, HALIFAX, Existing Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, HALIFAX, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, TSB, Existing Current Account Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, TSB, Personal Loan, 9.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Lending Works, Personal Loan, 10.6, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Barclays Bank, Existing Current Account Customer Barclayloan, 10.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Bank Of Scotland, Existing Customer Personal Loan, 11.7, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Lloyds Bank, Existing Customer Personal Loan, 15.4, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, Uk Credit Limited, Homeowner Guarantor Loan, 36.9, Moneyfacts, 2020-07-02 22:44:52
36, 7000, TRUSTTWO, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 22:44:52
36, 7000, BAMBOO, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 22:44:52
36, 7000, TRUSTTWO, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 22:44:52
36, 7000, AMIGO, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 22:44:52
36, 8000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 22:44:53
36, 8000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 22:44:53
36, 8000, NATWEST, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Royal Bank Of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 22:44:53
36, 8000, CAHOOT, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 22:44:53
36, 8000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, M\u0026s Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, M\u0026s Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Mbna Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 22:44:53
36, 8000, SANTANDER, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 22:44:53
36, 8000, SANTANDER, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:44:53
36, 8000, SANTANDER, Personal Loan , 3.0, Moneyfacts, 2020-07-02 22:44:53
36, 8000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:44:54
36, 8000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 22:44:54
36, 8000, First Direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:54
36, 8000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:54
36, 8000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:54
36, 8000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:54
36, 8000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 22:44:54
